
NU_ANO_CENSO,UNIDGEO,NO_CATEGORIA,NO_DEPENDENCIA,EDU_BAS_CAT_1,EDU_BAS_CAT_2,EDU_BAS_CAT_3,EDU_BAS_CAT_4,EDU_BAS_CAT_5,EDU_BAS_CAT_6
2024,Sergipe,Total,Total,19.7,29.8,21.9,13.2,12.2,3.2
2024,Sergipe,Urbana,Total,11.5,33.4,25.1,15.2,11.1,3.7
2024,Sergipe,Rural,Total,33,23.8,16.8,10.1,13.9,2.4
2024,Sergipe,Total,Federal,18.2,9.1,54.5,9.1,9.1,0
2024,Sergipe,Urbana,Federal,12.5,12.5,50,12.5,12.5,0
2024,Sergipe,Rural,Federal,33.3,0,66.7,0,0,0
2024,Sergipe,Total,Estadual,0.6,17.9,23.6,28.6,23.3,6
2024,Sergipe,Urbana,Estadual,0.3,17.5,23.4,29.7,23.1,6
2024,Sergipe,Rural,Estadual,3.1,21.9,25,18.8,25,6.2
2024,Sergipe,Total,Municipal,27.1,30.1,17,8,14,3.8
2024,Sergipe,Urbana,Municipal,16.6,39.6,18.4,5.2,14.4,5.8
2024,Sergipe,Rural,Municipal,34.4,23.5,16.1,9.9,13.8,2.3
2024,Sergipe,Total,Privada,13.3,37.3,32.5,16.6,0.2,0.1
2024,Sergipe,Urbana,Privada,12.8,36.9,32.8,17.1,0.2,0.2
2024,Sergipe,Rural,Privada,28.6,50,21.4,0,0,0
2024,Sergipe,Total,Pública,21.7,27.4,18.6,12.2,15.9,4.2
2024,Sergipe,Urbana,Pública,10.7,31.4,20.5,14.1,17.5,5.8
2024,Sergipe,Rural,Pública,33.1,23.4,16.7,10.2,14.2,2.4
2024,Bahia,Total,Total,25.1,30.2,14.6,13.5,14.8,1.8
2024,Bahia,Urbana,Total,18.1,37.2,17.1,11.6,14.2,1.8
2024,Bahia,Rural,Total,33.2,22,11.7,15.6,15.6,1.9
2024,Bahia,Total,Federal,0,13.5,32.4,48.6,5.5,0
2024,Bahia,Urbana,Federal,0,15.6,37.5,40.6,6.3,0
2024,Bahia,Rural,Federal,0,0,0,100,0,0
2024,Bahia,Total,Estadual,0,2.8,8.6,26.4,50.7,11.5
2024,Bahia,Urbana,Estadual,0,2.9,7.3,23.7,54,12.1
2024,Bahia,Rural,Estadual,0,2.5,15.7,40.9,32.7,8.2
2024,Bahia,Total,Municipal,28.5,29.3,12.6,12.7,15.4,1.5
2024,Bahia,Urbana,Municipal,20.5,40.1,14,9.1,15.4,0.9
2024,Bahia,Rural,Municipal,34,22,11.6,15.2,15.4,1.8
2024,Bahia,Total,Privada,20,43.5,24.8,11.5,0.1,0.1
2024,Bahia,Urbana,Privada,19.7,43,25.1,11.9,0.1,0.2
2024,Bahia,Rural,Privada,27.9,58.1,12.8,0,0,1.2
2024,Bahia,Total,Pública,26.2,27.2,12.3,13.9,18.1,2.3
2024,Bahia,Urbana,Pública,17.3,34.4,13.1,11.5,21.1,2.6
2024,Bahia,Rural,Pública,33.2,21.6,11.7,15.8,15.7,2
2024,Minas Gerais,Total,Total,30.4,28.8,17.4,13.8,5.1,4.5
2024,Minas Gerais,Urbana,Total,24.3,30.3,18,16.2,5.8,5.4
2024,Minas Gerais,Rural,Total,57.6,21.8,15.1,3.1,1.9,0.5
2024,Minas Gerais,Total,Federal,1.2,21,43.2,30.9,1.2,2.5
2024,Minas Gerais,Urbana,Federal,1.5,22.1,44.1,27.9,1.5,2.9
2024,Minas Gerais,Rural,Federal,0,15.4,38.5,46.1,0,0
2024,Minas Gerais,Total,Estadual,2.1,12.5,22.1,32.7,13.8,16.8
2024,Minas Gerais,Urbana,Estadual,1.7,12.2,20.7,33.6,13.7,18.1
2024,Minas Gerais,Rural,Estadual,6.9,15.8,36.8,22.7,14.5,3.3
2024,Minas Gerais,Total,Municipal,37.2,39.1,16.2,2.6,3.6,1.3
2024,Minas Gerais,Urbana,Municipal,25.4,46.4,17.8,3.5,5,1.9
2024,Minas Gerais,Rural,Municipal,64.4,22.1,12.4,0.5,0.5,0.1
2024,Minas Gerais,Total,Privada,41.6,21.1,15.4,21.1,0.6,0.2
2024,Minas Gerais,Urbana,Privada,41.8,20.8,15.4,21.3,0.6,0.1
2024,Minas Gerais,Rural,Privada,24.3,51.4,16.2,8.1,0,0
2024,Minas Gerais,Total,Pública,26.8,31.3,18.1,11.5,6.5,5.8
2024,Minas Gerais,Urbana,Pública,17,34.3,19,14.1,8,7.6
2024,Minas Gerais,Rural,Pública,58,21.4,15.1,3,2,0.5
2024,Espírito Santo,Total,Total,25.1,39.2,19.1,8.9,4.9,2.8
2024,Espírito Santo,Urbana,Total,13.8,43.9,20.7,11.6,6.2,3.8
2024,Espírito Santo,Rural,Total,53.4,27.3,15.1,2.2,1.6,0.4
2024,Espírito Santo,Total,Federal,0,30.4,17.4,47.8,4.4,0
2024,Espírito Santo,Urbana,Federal,0,22.2,22.2,50,5.6,0
2024,Espírito Santo,Rural,Federal,0,60,0,40,0,0
2024,Espírito Santo,Total,Estadual,5.3,8.9,16,35.9,18.1,15.8
2024,Espírito Santo,Urbana,Estadual,1.6,9,9.9,39.1,21.4,19
2024,Espírito Santo,Rural,Estadual,22.5,8.5,43.7,21.1,2.8,1.4
2024,Espírito Santo,Total,Municipal,29.4,47.4,18.6,0.7,3.2,0.7
2024,Espírito Santo,Urbana,Municipal,14.7,57.7,21.6,1,4.1,0.9
2024,Espírito Santo,Rural,Municipal,57.3,27.8,12.9,0.1,1.6,0.3
2024,Espírito Santo,Total,Privada,22.3,22.6,25.5,26.9,1.3,1.4
2024,Espírito Santo,Urbana,Privada,22.1,20.2,26.9,28,1.4,1.4
2024,Espírito Santo,Rural,Privada,26.3,68.4,0,5.3,0,0
2024,Espírito Santo,Total,Pública,25.5,41.5,18.2,6.3,5.4,3.1
2024,Espírito Santo,Urbana,Pública,12.2,48.6,19.5,8.3,7.2,4.2
2024,Espírito Santo,Rural,Pública,54.1,26.4,15.4,2.1,1.7,0.3
2024,Rio de Janeiro,Total,Total,24.6,31.7,22.3,15.3,4.4,1.7
2024,Rio de Janeiro,Urbana,Total,23.2,31.4,22.7,16.3,4.6,1.8
2024,Rio de Janeiro,Rural,Total,38.4,34,18.3,5.5,3,0.8
2024,Rio de Janeiro,Total,Federal,3.3,19.7,31.1,18,23,4.9
2024,Rio de Janeiro,Urbana,Federal,3.4,20.7,31,15.5,24.1,5.3
2024,Rio de Janeiro,Rural,Federal,0,0,33.3,66.7,0,0
2024,Rio de Janeiro,Total,Estadual,1.9,19.2,21.5,36.8,17.8,2.8
2024,Rio de Janeiro,Urbana,Estadual,1.9,19,20.2,37,18.9,3
2024,Rio de Janeiro,Rural,Estadual,2.9,21.4,35.9,35,4.8,0
2024,Rio de Janeiro,Total,Municipal,28.9,36,22.3,5.6,4.5,2.7
2024,Rio de Janeiro,Urbana,Municipal,26,36.2,23.4,6.4,4.8,3.2
2024,Rio de Janeiro,Rural,Municipal,43.4,34.7,16.4,1.5,3,1
2024,Rio de Janeiro,Total,Privada,26.1,30.2,22.4,20.4,0.5,0.4
2024,Rio de Janeiro,Urbana,Privada,26.1,30,22.5,20.5,0.5,0.4
2024,Rio de Janeiro,Rural,Privada,23.6,47.3,16.4,12.7,0,0
2024,Rio de Janeiro,Total,Pública,23.6,32.7,22.2,11.6,7.2,2.7
2024,Rio de Janeiro,Urbana,Pública,20.8,32.6,22.9,12.8,7.9,3
2024,Rio de Janeiro,Rural,Pública,39.2,33.3,18.4,5.1,3.1,0.9
2024,São Paulo,Total,Total,32.9,33.3,14,14.6,3.6,1.6
2024,São Paulo,Urbana,Total,32.7,33.3,13.7,14.9,3.7,1.7
2024,São Paulo,Rural,Total,36,34,19.7,8.7,1.6,0
2024,São Paulo,Total,Federal,2.4,14.3,31,33.3,19,0
2024,São Paulo,Urbana,Federal,2.4,12.2,31.7,34.1,19.6,0
2024,São Paulo,Rural,Federal,0,100,0,0,0,0
2024,São Paulo,Total,Estadual,5.2,27.4,13.3,38.4,9.1,6.6
2024,São Paulo,Urbana,Estadual,5.2,27.8,11.3,39.3,9.3,7.1
2024,São Paulo,Rural,Estadual,5.7,22.1,41.6,25.5,4.8,0.3
2024,São Paulo,Total,Municipal,31.8,47,15.1,1.3,4.1,0.7
2024,São Paulo,Urbana,Municipal,30.7,47.4,15.4,1.4,4.3,0.8
2024,São Paulo,Rural,Municipal,48.5,39.8,10.5,0.9,0.3,0
2024,São Paulo,Total,Privada,47.5,20.8,12.9,18.1,0.5,0.2
2024,São Paulo,Urbana,Privada,47.4,20.8,13,18.2,0.5,0.1
2024,São Paulo,Rural,Privada,50.8,27.1,10.2,11.9,0,0
2024,São Paulo,Total,Pública,23.8,41.1,14.6,12.4,5.6,2.5
2024,São Paulo,Urbana,Pública,23.1,41.5,14.2,12.7,5.8,2.7
2024,São Paulo,Rural,Pública,35.2,34.4,20.2,8.5,1.7,0
2024,Paraná,Total,Total,30,29.6,20.5,14.6,3.5,1.8
2024,Paraná,Urbana,Total,28.1,28.8,21.2,16,4,1.9
2024,Paraná,Rural,Total,43.8,35.5,16,4.2,0.5,0
2024,Paraná,Total,Federal,0,37.9,41.4,17.2,3.5,0
2024,Paraná,Urbana,Federal,0,37,40.7,18.5,3.8,0
2024,Paraná,Rural,Federal,0,50,50,0,0,0
2024,Paraná,Total,Estadual,10.4,11.8,24.6,41.8,7.6,3.8
2024,Paraná,Urbana,Estadual,5.4,10.7,20.9,49.1,9.3,4.6
2024,Paraná,Rural,Estadual,31.7,16.5,40.4,11.2,0.2,0
2024,Paraná,Total,Municipal,36.5,42.1,15.5,1,3.3,1.6
2024,Paraná,Urbana,Municipal,34,41.5,17.7,1.2,3.8,1.8
2024,Paraná,Rural,Municipal,50.7,45.8,2.9,0.1,0.5,0
2024,Paraná,Total,Privada,33.7,16.6,28.5,21,0.2,0
2024,Paraná,Urbana,Privada,33.8,16.6,28.4,20.9,0.2,0.1
2024,Paraná,Rural,Privada,16.7,8.3,41.7,33.3,0,0
2024,Paraná,Total,Pública,28.9,33.5,18.2,12.7,4.5,2.2
2024,Paraná,Urbana,Pública,26.1,33,18.6,14.3,5.3,2.7
2024,Paraná,Rural,Pública,44.1,35.8,15.8,3.9,0.4,0
2024,Santa Catarina,Total,Total,23.5,37.9,20,14.5,3.5,0.6
2024,Santa Catarina,Urbana,Total,21,38.7,19.5,16.3,3.9,0.6
2024,Santa Catarina,Rural,Total,37,33.3,22.6,5,1.8,0.3
2024,Santa Catarina,Total,Federal,0,17.9,20.5,43.6,18,0
2024,Santa Catarina,Urbana,Federal,0,13.9,22.2,44.4,19.5,0
2024,Santa Catarina,Rural,Federal,0,66.7,0,33.3,0,0
2024,Santa Catarina,Total,Estadual,10.6,6.3,27,42.3,13.6,0.2
2024,Santa Catarina,Urbana,Estadual,10.9,6.3,23.1,45.1,14.4,0.2
2024,Santa Catarina,Rural,Estadual,8.3,6.1,50.3,25.4,8.8,1.1
2024,Santa Catarina,Total,Municipal,24.5,51.6,19.1,3.1,1,0.7
2024,Santa Catarina,Urbana,Municipal,19.5,54.9,19.6,3.8,1.2,1
2024,Santa Catarina,Rural,Municipal,43,39.4,17,0.2,0.2,0.2
2024,Santa Catarina,Total,Privada,33.9,28.5,16.1,20.4,0.8,0.3
2024,Santa Catarina,Urbana,Privada,33.6,28.6,16.2,20.5,0.9,0.2
2024,Santa Catarina,Rural,Privada,58.8,23.5,5.9,11.8,0,0
2024,Santa Catarina,Total,Pública,20.9,40.2,21,13,4.2,0.7
2024,Santa Catarina,Urbana,Pública,17.1,41.9,20.6,15,4.8,0.6
2024,Santa Catarina,Rural,Pública,36.6,33.5,22.9,4.9,1.8,0.3
2024,Rio Grande do Sul,Total,Total,30.3,24,26.6,12.6,3.5,3
2024,Rio Grande do Sul,Urbana,Total,31.2,22.5,24.3,14.6,3.9,3.5
2024,Rio Grande do Sul,Rural,Total,26.4,31.3,36.9,3.2,1.7,0.5
2024,Rio Grande do Sul,Total,Federal,4,6,28,42,20,0
2024,Rio Grande do Sul,Urbana,Federal,4.9,2.4,29.3,39,24.4,0
2024,Rio Grande do Sul,Rural,Federal,0,22.2,22.2,55.6,0,0
2024,Rio Grande do Sul,Total,Estadual,5.2,13.6,38.8,26.5,9.8,6.1
2024,Rio Grande do Sul,Urbana,Estadual,2.5,9.4,37.1,31.9,11.5,7.6
2024,Rio Grande do Sul,Rural,Estadual,14.6,28.4,45,7.3,3.9,0.8
2024,Rio Grande do Sul,Total,Municipal,25.2,35.3,29.4,5.2,1.8,3.1
2024,Rio Grande do Sul,Urbana,Municipal,23.2,36.2,27.8,6.6,2.2,4
2024,Rio Grande do Sul,Rural,Municipal,31.3,32.5,34.1,1,0.8,0.3
2024,Rio Grande do Sul,Total,Privada,61.2,13.3,11.2,13.4,0.9,0
2024,Rio Grande do Sul,Urbana,Privada,61.4,13.1,11.1,13.4,0.9,0.1
2024,Rio Grande do Sul,Rural,Privada,41.7,33.3,16.7,8.3,0,0
2024,Rio Grande do Sul,Total,Pública,18.6,28.1,32.4,12.3,4.5,4.1
2024,Rio Grande do Sul,Urbana,Pública,16.2,27.1,30.9,15.2,5.4,5.2
2024,Rio Grande do Sul,Rural,Pública,26.2,31.2,37.2,3.1,1.7,0.6
2024,Mato Grosso do Sul,Total,Total,14,37,22.5,20.6,3.4,2.5
2024,Mato Grosso do Sul,Urbana,Total,14.4,36.8,21.2,21.6,3.3,2.7
2024,Mato Grosso do Sul,Rural,Total,11.4,38,30.6,14.3,4.1,1.6
2024,Mato Grosso do Sul,Total,Federal,0,0,18.2,36.4,45.4,0
2024,Mato Grosso do Sul,Urbana,Federal,0,0,22.2,22.2,55.6,0
2024,Mato Grosso do Sul,Rural,Federal,0,0,0,100,0,0
2024,Mato Grosso do Sul,Total,Estadual,1.7,20.3,16.3,46.6,8.6,6.5
2024,Mato Grosso do Sul,Urbana,Estadual,1.7,19.1,14.3,49.1,8.2,7.6
2024,Mato Grosso do Sul,Rural,Estadual,1.8,26.3,26.3,33.3,10.5,1.8
2024,Mato Grosso do Sul,Total,Municipal,15.2,47.9,20.9,11.1,2.5,2.4
2024,Mato Grosso do Sul,Urbana,Municipal,15.5,49,18.6,11.9,2.6,2.4
2024,Mato Grosso do Sul,Rural,Municipal,13.9,42.8,31.7,7.8,2.2,1.6
2024,Mato Grosso do Sul,Total,Privada,21.2,26.6,30.8,21.2,0.2,0
2024,Mato Grosso do Sul,Urbana,Privada,21,26.7,30.5,21.5,0.3,0
2024,Mato Grosso do Sul,Rural,Privada,33.3,16.7,50,0,0,0
2024,Mato Grosso do Sul,Total,Pública,11.6,40.4,19.7,20.5,4.4,3.4
2024,Mato Grosso do Sul,Urbana,Pública,11.8,40.8,17.5,21.7,4.5,3.7
2024,Mato Grosso do Sul,Rural,Pública,10.9,38.5,30.1,14.6,4.2,1.7
2024,Mato Grosso,Total,Total,16.1,38,22.9,15.6,5.4,2
2024,Mato Grosso,Urbana,Total,11.7,40.2,24.4,16.5,5,2.2
2024,Mato Grosso,Rural,Total,28.8,31.8,18.6,12.9,6.4,1.5
2024,Mato Grosso,Total,Federal,0,21.1,36.8,42.1,0,0
2024,Mato Grosso,Urbana,Federal,0,21.4,28.6,50,0,0
2024,Mato Grosso,Rural,Federal,0,20,60,20,0,0
2024,Mato Grosso,Total,Estadual,0.8,16.9,19,37,18.9,7.4
2024,Mato Grosso,Urbana,Estadual,1.1,16.4,19,36.9,17.9,8.7
2024,Mato Grosso,Rural,Estadual,0,18.1,19.1,37.2,21.1,4.5
2024,Mato Grosso,Total,Municipal,21.3,51.6,23.3,2.3,1.3,0.2
2024,Mato Grosso,Urbana,Municipal,12.3,58.1,25.7,2.1,1.7,0.1
2024,Mato Grosso,Rural,Municipal,40.7,37.3,18.1,2.9,0.6,0.4
2024,Mato Grosso,Total,Privada,21.4,22.9,26.6,28.7,0.2,0.2
2024,Mato Grosso,Urbana,Privada,21.4,22.7,26.8,28.8,0.2,0.1
2024,Mato Grosso,Rural,Privada,25,50,0,25,0,0
2024,Mato Grosso,Total,Pública,15.1,41.1,22.2,12.8,6.5,2.3
2024,Mato Grosso,Urbana,Pública,8.9,45.4,23.7,12.8,6.5,2.7
2024,Mato Grosso,Rural,Pública,28.8,31.7,18.7,12.8,6.5,1.5
2024,Goiás,Total,Total,22.6,33.9,19.7,14.9,4.9,4
2024,Goiás,Urbana,Total,20.8,34.2,20,15.3,5.2,4.5
2024,Goiás,Rural,Total,38.8,31.1,16.3,11.4,2.1,0.3
2024,Goiás,Total,Federal,0,29.6,18.5,48.1,3.8,0
2024,Goiás,Urbana,Federal,0,28.6,14.3,52.4,4.7,0
2024,Goiás,Rural,Federal,0,33.3,33.3,33.4,0,0
2024,Goiás,Total,Estadual,2.3,21.1,11.8,38.7,12.3,13.8
2024,Goiás,Urbana,Estadual,2.1,22.2,11.8,36.8,12.3,14.8
2024,Goiás,Rural,Estadual,4.5,6.1,12.1,63.6,12.1,1.6
2024,Goiás,Total,Municipal,31.3,37.9,21.7,3.1,4.1,1.9
2024,Goiás,Urbana,Municipal,28.8,38.3,22.6,3.3,4.7,2.3
2024,Goiás,Rural,Municipal,45.1,35.8,16.5,2.1,0.5,0
2024,Goiás,Total,Privada,21.4,35.9,21.8,19.7,0.7,0.5
2024,Goiás,Urbana,Privada,21.2,36.1,21.8,19.7,0.7,0.5
2024,Goiás,Rural,Privada,41.7,16.7,25,16.6,0,0
2024,Goiás,Total,Pública,23.1,33.2,18.9,13.3,6.4,5.1
2024,Goiás,Urbana,Pública,20.7,33.5,19.4,13.6,7,5.8
2024,Goiás,Rural,Pública,38.7,31.5,16.1,11.3,2.2,0.2
2024,Distrito Federal,Total,Total,18.7,28.4,29.8,15.8,5.1,2.2
2024,Distrito Federal,Urbana,Total,18.6,27.3,30.6,16.3,5.4,1.8
2024,Distrito Federal,Rural,Total,20.5,43.2,18.2,9.1,1.1,7.9
2024,Distrito Federal,Total,Federal,0,0,0,45.5,54.5,0
2024,Distrito Federal,Urbana,Federal,0,0,0,44.4,55.6,0
2024,Distrito Federal,Rural,Federal,0,0,0,50,50,0
2024,Distrito Federal,Total,Estadual,3.9,34.7,39.9,8.9,8.3,4.3
2024,Distrito Federal,Urbana,Estadual,1.7,33.2,42.9,9.1,9.4,3.7
2024,Distrito Federal,Rural,Estadual,19.8,45.7,18.5,7.4,0,8.6
2024,Distrito Federal,Total,Privada,35.3,22.1,19.1,22.9,0.6,0
2024,Distrito Federal,Urbana,Privada,35.2,22.1,19.1,22.9,0.7,0
2024,Distrito Federal,Rural,Privada,40,20,20,20,0,0
2024,Distrito Federal,Total,Pública,3.8,34.1,39.3,9.5,9,4.3
2024,Distrito Federal,Urbana,Pública,1.7,32.7,42.3,9.6,10.1,3.6
2024,Distrito Federal,Rural,Pública,19.3,44.6,18.1,8.4,1.2,8.4
,,,,,,,,,
Fonte: Censo da Educação Básica 2024/INEP.,,,,,,,,,
"Notas: 1) O indicador classifica as escolas em níveis de 1 a 6 de acordo com sua complexidade de gestão, níveis elevados indicam maior complexidade. Com base nos
                dados disponíveis do Censo da Educação Básica, considerou-se que a complexidade de gestão está relacionada às seguintes características: porte da escola,
                número de turnos de funcionamento, quantidade e complexidade de modalidades/etapas oferecidas. A tabela apresenta o percentual de escolas da respectiva
                agregação em cada um dos níveis da escala do indicador.
           2) Como o horário de início das turmas com mediação didático-pedagógica semipresencial ou a distância (EAD) não é coletado no Censo Escolar, as 
               escolas que ofertam uma ou mais turmas nessas mediações têm o número de turnos de funcionamento (definido pelo horário de início das turmas) tratado
               como ausente.
           3) Os níveis de complexidade de gestão são descritos abaixo de acordo com as características predominantes das escolas pertencentes a cada um deles:
                · Nível 1 -  Escolas que, em geral, possuem porte inferior a 50 matrículas, funcionam em único turno, ofertam uma única etapa de ensino e apresentam a 
                   Educação Infantil ou os Anos Iniciais como etapa mais elevada*.
                · Nível 2 -  Escolas que, em geral, possuem porte entre 50 e 300 matrículas, funcionam em 2 turnos, com oferta de até 2 etapas de ensino e apresentam a
                   Educação Infantil ou os Anos Iniciais como etapa mais elevada*.
                · Nível 3 -  Escolas que, em geral, possuem porte entre 50 e 500 matrículas, funcionam em 2 turnos, com oferta de 2 ou 3 etapas de ensino e apresentam os
                   Anos Finais como etapa mais elevada*.
                · Nível 4 -  Escolas que, em geral, possuem porte entre 150 e 1000 matrículas, funcionam em 2 ou 3 turnos, com oferta de 2 ou 3 etapas de ensino e 
                   apresentam o Ensino Médio, a Educação Profissional ou a EJA como etapa mais elevada*.
                · Nível 5 -  Escolas que, em geral, possuem porte entre 150 e 1000 matrículas, funcionam em 3 turnos, com oferta de 2 ou 3 etapas de ensino e apresentam a
                   EJA como etapa mais elevada*.
                · Nível 6 -  Escolas que, em geral, possuem porte superior a 500 matrículas, funcionam em 3 turnos, com oferta de 4 ou mais etapas de ensino e apresentam a
                   EJA como etapa mais elevada*.
                  *Considerou-se como a etapa mais elevada ofertada pela escola aquela que atenderia, teoricamente, alunos com idade mais elevada.",,,,,,,,,
Ver nota técnica do indicador para mais informações:,,,,,,,,,
http://download.inep.gov.br/informacoes_estatisticas/indicadores_educacionais/2014/escola_complexidade_gestao/nota_tecnica_indicador_escola_complexidade_gestao.pdf,,,,,,,,,
